Title,Year,Keywords,MeSH Terms
Effects of pyrethroid and organophosphate insecticides on reared black soldier fly larvae (Hermetia illucens).,2024,feed; insects; pesticides; rearing; substrate,Animals; Pyrethrins; Insecticides; Larva; Piperonyl Butoxide; Simuliidae; Organophosphates; Diptera; Organothiophosphorus Compounds
"Fish and Black Soldier Fly Meals as Partial Replacements for Soybean Meal Can Affect Sustainability of Productive Performance, Blood Constituents, Gut Microbiota, and Nutrient Excretion of Broiler Chickens.",2023,Hermetia illucens; broilers; gut microbiota; performance; supplementation; sustainability of natural resources,
"Effects of Microorganisms on Growth Performance, Body Composition, Digestive Enzyme Activity, Intestinal Bacteria Flora and Antimicrobial Peptide (AMP) Content of Black Soldier Fly Larvae (<i>Hermetia illucens</i>).",2023,Hermetia illucens; antimicrobial peptide; digestibility; growth performance; intestinal microbe,
Bioconversion of biowaste by black soldier fly larvae ( <i>Hermetia illucens</i> L.) for dried larvae production: A life cycle assessment and environmental impact analysis.,2023,Bioconversion; Hermetia illucens; LCA; Sustainable,"Animals; Larva; Food; Indonesia; Outcome Assessment, Health Care; Diptera"
Chemical and Physical Properties of African Catfish (<i>Clarias gariepinus</i>) Fillet Following Prolonged Feeding with Insect Meal-Based Diets.,2023,,
"Microbiota is structured by gut regions, life stage, and diet in the Black Soldier Fly (<i>Hermetia illucens</i>).",2023,Hermetia illucens; adaptative dysbiosis; gut microbes; interactions; microbiota,
Insects as an alternative protein source for poultry nutrition: a review.,2023,bioactive molecules; broiler chickens; digestibility; feed; immune system; insect meal; laying hens; safety,
Deciphering the functional diversity of the gut microbiota of the black soldier fly (Hermetia illucens): recent advances and future challenges.,2023,Bioconversion; Industrial rearing; Metabarcoding; Mycobiota; Organic waste; Symbiosis; Virobiota,
Antibiosis interaction of black soldier flies (Hermetia illucens) (Diptera: Stratiomyidae) with house fly (Musca domestica) (Diptera: Muscidae).,2023,,Animals; Female; Antibiosis; Houseflies; Larva; Oviposition; Simuliidae
Endogenous chitinase might lead to differences in growth performance and intestinal health of piglets fed different levels of black soldier fly larva meal.,2023,Black soldier fly; Endogenous chitinase; Gut microbiota; Supplementation level; Weaned pigs,
Assessment of black soldier fly (<i>Hermetia illucens</i>) larvae meal as a potential substitute for soybean meal on growth performance and flesh quality of grass carp <i>Ctenopharyngodon idellus</i>.,2023,Black soldier fly larvae meal; Flesh quality; Grass carp; Growth performance; Soybean meal,
Bioinformatic Surveillance Leads to Discovery of Two Novel Putative Bunyaviruses Associated with Black Soldier Fly.,2023,Bunyavirus; Hermetia illucens; bioinformatic surveillance; black soldier fly; high-throughput sequencing; novel virus; viromics,Animals; Bees; Phylogeny; Orthobunyavirus; Bunyaviridae; Nairovirus; Computational Biology; Diptera
Long-Term Dietary Fish Meal Substitution with the Black Soldier Fly Larval Meal Modifies the Caecal Microbiota and Microbial Pathway in Laying Hens.,2023,gut microbial pathway; insect meal; liver metabolism; plasma biochemical parameter; short-chain fatty acid,
Enhancing food waste reduction efficiency and high-value biomass production in Hermetia illucens rearing through bioaugmentation with gut bacterial agent.,2023,Bioaugmentation; Bioconversion; Food waste; Gut microbial community; Hermetia illucens,Animals; Food; Gastrointestinal Microbiome; Biomass; Refuse Disposal; Diptera; Larva; Bacteria; Bacillus
"Effect supplementation of black soldier fly larvae oil (Hermetia illucens L.) calcium salt on performance, blood biochemical profile, carcass characteristic, meat quality, and gene expression in fat metabolism broilers.",2023,black soldier fly larvae oil; calcium salt; gene expression; meat quality; performance,Animals; Male; Chickens; Larva; Calcium; Animal Feed; Dietary Supplements; Diet; Meat; Fatty Acids; Diptera; Gene Expression
Black soldier fly larvae protein production in Australia.,2023,alternative protein; black soldier fly larvae (BSFL); feed; food; sustainability,
From the heart of the animal feed industry: a Southeast Asian perspective on insects for feed in Asia.,2023,Black Soldier Fly; Southeast Asia; insects as feed; market; regulation,
Small-scale Black Soldier Fly-fish farming: a model with socioeconomic benefits.,2023,Hermetia illucens; Oreochromis niloticus; circular economy; income generation; smallholder farmers; socioeconomic analysis,
"Near Infrared Spectroscopy for Prediction of Yeast and Mould Counts in Black Soldier Fly Larvae, Feed and Frass: A Proof of Concept.",2023,NIR spectroscopy; black soldier fly larvae; chemometrics; feed quality; yeast and moulds,"Animals; Larva; Spectroscopy, Near-Infrared; Saccharomyces cerevisiae; Diptera; Fungi"
Utilizing Black Soldier Fly Larvae to Improve Bioconversion and Reduce Pollution: A Sustainable Method for Efficient Treatment of Mixed Wastes of Wet Distiller Grains and Livestock Manure.,2023,black soldier fly; fluorescence spectra; humic acid; livestock manure; sustainable waste management; wet distiller grains,Cattle; Female; Humans; Animals; Swine; Larva; Manure; Livestock; Diptera; Environmental Pollution
"Black Soldier Fly Larva Oil in Diets with Roughage to Concentrate Ratios on Fermentation Characteristics, Degradability, and Methane Generation.",2023,black soldier fly larva; fermentation; methane; protozoa; volatile fatty acid,
Upcycling of recycled minerals from sewage sludge through black soldier fly larvae (Hermetia illucens): Impact on growth and mineral accumulation.,2023,Bioaccumulation; Insect larvae; Mineral recovery; Nutrient cycle; Resource sustainability; Waste recycling,"Animals; Larva; Sewage; Cadmium; Diptera; Metals, Heavy; Animal Feed; Minerals; Calcium"
"BSFbase: The comprehensive genomic resource for a natural recycler, the black soldier fly (Hermetia illucens L.).",2023,,Animals; Diptera; Larva; Genomics
Behavioral responses of different reproductive statuses and sexes in <i>Hermetia illucens</i> (L) adults to different attractants.,2023,Diptera; Egg laying behavior; Egg yields; Marking technique; Oviposition behavior; Oviposition preferences; Temporal activity,"Male; Female; Animals; Diptera; Sex Factors; Oviposition; Fermented Foods; Odorants; Sexual Behavior, Animal"
Extraction of Chitin from Black Soldier Fly (<i>Hermetia illucens</i>) and Its Puparium by Using Biological Treatment.,2023,FTIR; Hermetia illucens; biological approach; chitin,
Evaluation of the Physical Characteristics and Chemical Properties of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae as a Potential Protein Source for Poultry Feed.,2023,black solider fly; feedstuff; physico-chemical properties; protein insect meal,
Comparative Metagenomic and Metatranscriptomic Analyses Reveal the Response of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae Intestinal Microbes and Reduction Mechanisms to High Concentrations of Tetracycline.,2023,BSFL; functional genes; intestinal microbes; response mechanism; tetracycline,
Review: Recent advances in insect-based feeds: from animal farming to the acceptance of consumers and stakeholders.,2023,Attitude; Black Soldier Fly; Nutritional value; Sustainability; Sustainable Development Goals,Animals; Swine; Ovum; Insecta; Animal Feed; Agriculture; Diet
"Impacts of black soldier fly, (Diptera: Stratiomyidae) larval frass on tomato production.",2023,black soldier fly larval frass; tomato; vermicompost,Humans; Animals; Diptera; Larva; Solanum lycopersicum; Fruit; Soil
Bioconversion of olive oil pomace by black soldier fly increases eco-efficiency in solid waste stream reduction producing tailored value-added insect meals.,2023,,Animals; Olive Oil; Solid Waste; Diptera; Larva; Fatty Acids; Meals
A biochemical analysis of Black Soldier fly (Hermetia illucens) larval frass plant growth promoting activity.,2023,,Animals; Larva; Plant Growth Regulators; Diptera; Soil; Nerve Growth Factors
"Dietary protein, lipid and insect meal on growth, plasma biochemistry and hepatic immune expression of lake whitefish (<i>Coregonus clupeaformis</i>).",2023,Fish feed; Hermetia illucens; Nutrition; Salmonids; qPCR,
Anti-Inflammatory Activity of Black Soldier Fly Oil Associated with Modulation of TLR Signaling: A Metabolomic Approach.,2023,Pam3CSK4; Toll-like receptor (TLR); black soldier fly larvae (BSFL); dextran sulfate sodium (DSS)-induced colitis; lipopolysaccharides (LPS); macrophage; mammalian target of rapamycin (mTOR); medium chain fatty acid (MCFA) C12:0; peroxisome proliferator-activated receptor (PPAR); proinflammatory cytokine,Mice; Animals; Colitis; Anti-Inflammatory Agents; Inflammation; Fatty Acids; Diptera; Larva
Comparing Pixel Changes and Manual Observations for Mapping Broiler Activity during Dried Black Soldier Fly Larvae (<i>Hermetia illucens</i>) Provisioning.,2023,activity; broiler welfare; environmental enrichment; insect feedstuffs; video image analysis,
Black soldier fly pretreatment promotes humification and phosphorus activation during food waste composting.,2023,Available phosphorus; Black soldier fly; Humification index; Phosphate-solubilizing bacteria,"Animals; Composting; Food; Refuse Disposal; Phosphorus; RNA, Ribosomal, 16S; Diptera; Soil; Bacteria; Phosphates"
Comprehensive assessment of food waste treatment emission reduction in China: a life cycle perspective.,2023,Anaerobic digestion; Emission reduction; Food waste disposer; Life cycle assessment; Life cycle cost; Resource utilization rate,Animals; Refuse Disposal; Waste Management; Food; China; Life Cycle Stages
Comparing the standardized amino acid digestibility of an alternative protein source with commercially available protein-based ingredients using the precision-fed cecectomized rooster assay.,2023,canine nutrition; feline nutrition; microbial protein; nutrient digestion; pet food; single-cell protein,Animals; Male; Cats; Female; Dogs; Amino Acids; Chickens; Cat Diseases; Lysine; Tryptophan; Digestion; Dog Diseases; Diet; Glutens; Larva; Methionine; Threonine; Animal Feed; Animal Nutritional Physiological Phenomena
Combining frass and fatty acid co-products derived from Black soldier fly larvae farming shows potential as a slow release fertiliser.,2023,Hermetia illucens; N cycling; Soil amendment; Soil bacteria; Sustainable agriculture; Waste management,Animals; Larva; Fertilizers; Fatty Acids; Diptera; Agriculture; Soil; Stearic Acids; Carbon
Beneficial sterols in selected edible insects and their associated antibacterial activities.,2023,,Animals; Sterols; Edible Insects; Anti-Bacterial Agents; Diptera; Gas Chromatography-Mass Spectrometry; Phytosterols; Coleoptera; Gryllidae
Enhancing Rearing of European Seabass (<i>Dicentrarchus labrax</i>) in Aquaponic Systems: Investigating the Effects of Enriched Black Soldier Fly (<i>Hermetia illucens</i>) Prepupae Meal on Fish Welfare and Quality Traits.,2023,aquaponics; fish behavior; gut health; histology; immune response,
Quality Characteristics of Black Soldier Flies Produced by Different Substrates.,2023,conversion ratio; digestibility; fatty acids; food waste; sustainability; tofu; vegetable,
Early-life interventions to prevent feather pecking and reduce fearfulness in laying hens.,2023,chicken; maladaptive behavior; prenatal; pullet; stress,"Humans; Female; Animals; Feathers; Behavior, Animal; Chickens; Housing, Animal; Ovum; Fear"
"Effect of Fish Meal Substitution with Black Soldier Fly (<i>Hermetia illucens</i>) on Growth Performance, Feed Stability, Blood Biochemistry, and Liver and Gut Morphology of Siamese Fighting Fish (<i>Betta splendens</i>).",2023,,
Amino acid digestibility of insect meals and effects on key bacterial groups in excreta of caecectomised laying hens.,2023,Amino acid; bacteria; digestibility; insect meal; laying hen,Animals; Female; Amino Acids; Digestion; Chickens; Diet; Animal Feed; Insecta; Animal Nutritional Physiological Phenomena; Glycine max
Bioaccumulated provitamin A in black soldier fly larvae is bioavailable and capable of improving vitamin A status of gerbils.,2023,Hermetia illucens; Insect; Vitamin A deficiency; β-carotene,Animals; Vitamin A; Provitamins; Gerbillinae; Larva; beta Carotene; Diptera
